sample	reference	dispath	refpath
C3N-02255	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-02255_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02256	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-02256_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02769	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-02769_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02770	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-02770_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02782	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-02782_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02783	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-02783_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02784	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-02784_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02785	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-02785_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02786	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-02786_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02788	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-02788_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-03070	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-03070_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-03088	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-03088_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-03180	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-03180_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-03182	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-03182_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-03183	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-03183_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-03184	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-03184_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-03186	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-03186_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-03188	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-03188_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-03473	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-03473_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
11LU013	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/11LU013_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
11LU016	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/11LU016_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
11LU022	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/11LU022_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
11LU035	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/11LU035_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00001	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-00001_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00009	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-00009_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00080	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-00080_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00083	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-00083_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00093	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-00093_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00094	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-00094_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00095	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-00095_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00140	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-00140_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00144	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-00144_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00263	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-00263_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00279	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-00279_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00368	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-00368_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00412	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-00412_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00422	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-00422_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00444	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-00444_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00446	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-00446_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00510	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-00510_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00604	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-00604_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00893	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-00893_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00913	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-00913_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00973	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-00973_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-01330	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-01330_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-01632	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-01632_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-01682	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-01682_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-01683	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-01683_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-01862	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-01862_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-01889	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-01889_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-01924	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-01924_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02129	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-02129_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02165	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-02165_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02169	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-02169_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02219	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-02219_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02345	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-02345_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02348	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-02348_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02350	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-02350_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02365	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-02365_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02508	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-02508_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02549	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-02549_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02559	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-02559_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02560	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-02560_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02601	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-02601_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02616	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-02616_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02661	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-02661_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02834	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-02834_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02957	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-02957_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-03262	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3L-03262_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00167	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00167_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00169	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00169_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00175	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00175_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00180	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00180_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00199	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00199_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00203	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00203_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00217	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00217_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00223	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00223_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00293	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00293_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00294	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00294_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00433	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00433_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00545	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00545_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00546	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00546_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00547	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00547_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00549	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00549_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00550	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00550_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00551	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00551_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00552	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00552_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00556	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00556_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00559	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00559_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00560	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00560_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00572	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00572_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00574	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00574_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00578	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00578_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00579	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00579_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00580	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00580_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00704	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00704_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00737	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00737_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00738	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00738_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00959	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-00959_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01016	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-01016_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01019	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-01019_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01021	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-01021_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01022	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-01022_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01023	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-01023_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01024	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-01024_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01030	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-01030_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01071	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-01071_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01072	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-01072_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01074	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-01074_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01405	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-01405_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01408	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-01408_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01409	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-01409_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01410	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-01410_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01413	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-01413_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01414	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-01414_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01415	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-01415_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01416	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-01416_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01417	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-01417_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01419	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-01419_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01488	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/LUAD/C3N-01488_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
